ISBN	Title	Subtitle	Author	Editorial	Synopsis	Subject	SubjectCode
9788499897318	Steve Jobs	La biografía	Walter Isaacson	Debate	Walter Isaacson, exdirector de CNN y Time, firma la biografía oficial autorizada del cofundador de Apple a partir de más de cuarenta entrevistas con Steve Jobs y un centenar de personas cercanas a él. El libro retrata sin concesiones la personalidad exigente, creativa y en ocasiones cruel del empresario que revolucionó la informática, la música, el cine de animación, la telefonía, las tabletas y la edición digital. Publicado tras la muerte de Jobs en 2011 y traducido al español por Debate.	BIOGRAFIAS	1404
9788401021756	Mi historia		Michelle Obama	Plaza & Janés	Michelle Obama narra en primera persona los episodios que la han formado como mujer, profesional y primera dama afroamericana de los Estados Unidos: desde su infancia en el South Side de Chicago hasta sus años en Harvard, su matrimonio con Barack Obama y su paso por la Casa Blanca. El libro combina memoria íntima, reflexión sobre el racismo y defensa del papel público de las mujeres. Memorias publicadas en español en 2018 por la editorial Plaza & Janés tras un fenómeno editorial global.	BIOGRAFIAS	1404
9788420678887	Yo soy Malala		Malala Yousafzai	Alianza	La joven pakistaní Malala Yousafzai relata junto a la periodista Christina Lamb cómo creció en el valle del Swat defendiendo el derecho de las niñas a la educación pese a la creciente amenaza talibán, hasta el día de 2012 en que un pistolero le disparó en la cabeza a bordo de su autobús escolar. El libro recorre su recuperación, su exilio en Birmingham y su conversión en la persona más joven en recibir el Premio Nobel de la Paz. Autobiografía publicada en español por Alianza Editorial.	BIOGRAFIAS	1404
9788478448159	El mundo de Sofía	Novela sobre la historia de la filosofía	Jostein Gaarder	Siruela	Sofía Amundsen, una adolescente noruega, comienza a recibir misteriosas cartas anónimas en su buzón que la invitan a reflexionar sobre preguntas filosóficas fundamentales: quién eres, de dónde viene el mundo, qué es el tiempo. A medida que sigue las lecciones de un enigmático maestro llamado Alberto Knox, Sofía recorre la historia del pensamiento occidental desde los presocráticos hasta Sartre. Novela didáctica de Jostein Gaarder publicada en español por Siruela en la colección Las Tres Edades, éxito editorial mundial.	FILOSOFIA Y HUMANIDADES	1405
9788420688466	Meditaciones		Marco Aurelio	Alianza Editorial	El emperador romano Marco Aurelio recoge en esta obra íntima las reflexiones personales que escribió al final de su vida sobre el ejercicio del deber, la brevedad de la existencia, la necesidad de la virtud y la serenidad frente a la muerte, siguiendo los principios del estoicismo. Escrito originalmente en griego sin intención de ser publicado, el libro se ha convertido en uno de los textos filosóficos más influyentes de Occidente. Edición traducida por Antonio Guzmán Guerra para Alianza Editorial.	FILOSOFIA Y HUMANIDADES	1405
9788420650913	Así habló Zaratustra	Un libro para todos y para nadie	Friedrich Nietzsche	Alianza Editorial	Friedrich Nietzsche presenta a través de la figura del profeta persa Zaratustra las ideas más radicales y revolucionarias de su pensamiento: la muerte de Dios, el superhombre, la voluntad de poder y el eterno retorno de lo idéntico. La obra combina prosa lírica, parábola filosófica y discurso moral en un tono poético inconfundible. Edición traducida por Andrés Sánchez Pascual publicada por Alianza Editorial en su colección clásica de autor, versión de referencia en lengua española.	FILOSOFIA Y HUMANIDADES	1405
9786079377373	Breve historia del tiempo		Stephen Hawking	Crítica	El físico británico Stephen Hawking explica en lenguaje accesible los grandes conceptos de la cosmología moderna: el Big Bang, los agujeros negros, el tiempo relativo, los quarks y la búsqueda de una teoría unificada que combine la mecánica cuántica con la relatividad general. Con un prólogo de Carl Sagan, el libro se convirtió en uno de los mayores éxitos de divulgación científica de todos los tiempos. Publicado originalmente en 1988 y editado en español por la editorial Crítica en su colección Drakontos.	CIENCIA	1406
9788408053040	Cosmos		Carl Sagan	Planeta	Versión escrita de la célebre serie televisiva que Carl Sagan presentó en 1980, este libro recorre la historia del universo, la vida en la Tierra, la evolución de la inteligencia y el lugar de la humanidad en el cosmos con un tono poético y profundamente humanista. Sagan combina astronomía, biología, antropología y reflexión ética para defender el pensamiento crítico y la exploración espacial. Edición en español publicada por Planeta, clásico imprescindible de la divulgación científica contemporánea.	CIENCIA	1406
9788420691855	1080 recetas de cocina		Simone Ortega	Alianza Editorial	Simone Ortega reúne en este volumen mil ochenta recetas de la cocina tradicional española y mediterránea explicadas en lenguaje claro y sencillo, desde los entrantes y sopas hasta las carnes, pescados, arroces y postres clásicos. Cada receta incluye ingredientes exactos, tiempos y trucos aprendidos a lo largo de décadas de experiencia. Publicado por Alianza Editorial en su colección Libros Singulares, es el manual de cocina española doméstica más vendido de todos los tiempos, con más de tres millones de ejemplares en circulación.	COCINA	1201
9788449335617	Come comida real	Una guía para transformar tu alimentación y tu salud	Carlos Ríos	Paidós	El dietista-nutricionista andaluz Carlos Ríos, creador del movimiento Realfooding, explica en este libro por qué los alimentos ultraprocesados están detrás de gran parte de las enfermedades crónicas modernas y propone una guía práctica para volver a comer comida real. El libro combina divulgación científica, crítica a la industria alimentaria y consejos cotidianos para transformar la dieta sin entrar en cálculos imposibles. Bestseller de nutrición en español publicado por Ediciones Paidós, sello del grupo Planeta.	COCINA	1201
9780714898704	La Historia del Arte		E. H. Gombrich	Phaidon	Ernst Hans Gombrich propone un recorrido comprensible y apasionante por la historia del arte occidental desde las pinturas rupestres de Lascaux hasta el arte contemporáneo del siglo XX, con desvíos clave hacia las tradiciones islámica, china y precolombina. El autor combina rigor académico y un lenguaje accesible que ha convertido al libro en la puerta de entrada al arte para generaciones enteras. Decimosexta edición en español publicada por Phaidon, una de las obras de divulgación artística más vendidas de todos los tiempos.	ARTE	1202
9788425228926	Modos de ver		John Berger	Gustavo Gili	Adaptación en libro de la influyente serie televisiva del mismo título que el crítico británico John Berger presentó en la BBC en 1972, esta obra analiza cuatro aspectos clave de la interpretación de la pintura al óleo: su relación con el sentido de la propiedad, el uso continuo de la mujer como objeto pictórico, el vínculo entre el patrimonio visual y la publicidad, y la transformación del significado original a través de las reproducciones. Publicado en español por Editorial Gustavo Gili en la colección de diseño gráfico, referencia imprescindible del pensamiento visual contemporáneo.	ARTE	1202
9788439720713	Maus		Art Spiegelman	Reservoir Books	Art Spiegelman retrata en esta célebre novela gráfica la vida de su padre Vladek, superviviente judío polaco de los campos de concentración nazis, a través de largas conversaciones grabadas en Queens, Nueva York, en las que historia y memoria familiar se entrelazan. Los judíos aparecen dibujados como ratones, los alemanes como gatos y los polacos como cerdos, en una metáfora inolvidable del Holocausto. Edición integral en español publicada por Reservoir Books, galardonada con el único Premio Pulitzer concedido a un cómic.	COMIC O NOVELA GRAFICA	1309
9788498470666	Persépolis		Marjane Satrapi	Norma Editorial	La autora iraní Marjane Satrapi reconstruye en esta novela gráfica autobiográfica dibujada en blanco y negro su infancia en Teherán durante los años previos a la Revolución Islámica de 1979, su adolescencia en Viena durante la guerra entre Irán e Irak y su posterior regreso a un país irreconocible. Una mirada íntima, feminista y política sobre la vida bajo un régimen teocrático. Edición integral en español publicada por Norma Editorial, galardonada en múltiples festivales internacionales de cómic.	COMIC O NOVELA GRAFICA	1309
9788496546332	Mujeres que corren con los lobos		Clarissa Pinkola Estés	Zeta Bolsillo	La psicoanalista junguiana Clarissa Pinkola Estés recupera en este ensayo una veintena de mitos, cuentos populares y leyendas de distintas tradiciones para reconstruir el arquetipo de la Mujer Salvaje, esa fuerza instintiva y creativa que la cultura moderna tiende a reprimir. Combina interpretación simbólica, práctica clínica y narración para ofrecer a las lectoras una guía de reconexión con su propia naturaleza profunda. Edición de bolsillo publicada por Zeta Bolsillo, bestseller feminista y de autoconocimiento con millones de ejemplares vendidos.	MUJERES	2304
9788432219641	Una habitación propia		Virginia Woolf	Seix Barral	Virginia Woolf desarrolla en este ensayo, nacido de una serie de conferencias impartidas en las universidades de Cambridge en 1928, la tesis de que para escribir buena literatura una mujer necesita dinero y una habitación propia, es decir, independencia económica y espacio material y mental para crear. A partir de esta imagen Woolf despliega una reflexión sobre siglos de historia literaria femenina silenciada. Edición española publicada por Seix Barral en la colección Biblioteca Formentor, traducida por Laura Pujol.	MUJERES	2304
9788437637365	El segundo sexo		Simone de Beauvoir	Cátedra	Simone de Beauvoir analiza en este ensayo fundacional del feminismo contemporáneo la condición de la mujer en la sociedad occidental desde múltiples perspectivas: biológica, histórica, psicológica, sociológica, ontológica y cultural. A partir de la célebre afirmación No se nace mujer, se llega a serlo, la filósofa francesa denuncia cómo la mujer ha sido construida históricamente como la Otra frente al hombre. Publicado originalmente en 1949 y editado en español por Cátedra en la colección Feminismos.	MUJERES	2304
9788420473895	Llámame por tu nombre		André Aciman	Alfaguara	En el verano de 1983, en una villa italiana de la costa de Liguria, el adolescente Elio Perlman recibe la llegada de Oliver, un doctorando estadounidense invitado por su padre a pasar seis semanas trabajando en un proyecto académico. Entre partidas de tenis, paseos en bicicleta y lecturas compartidas, ambos jóvenes descubren una pasión silenciosa que marcará sus vidas para siempre. Novela del estadounidense André Aciman traducida al español por Alfaguara, base de la célebre adaptación cinematográfica de Luca Guadagnino.	LGTBIQ+	2301
9788490668061	Las malas		Camila Sosa Villada	Tusquets	La argentina Camila Sosa Villada narra en esta novela autobiográfica la vida de un grupo de travestis que se reúne cada noche en el parque Sarmiento de Córdoba para ejercer la prostitución, lideradas por la mítica Tía Encarna, una matriarca que acoge a las más jóvenes bajo su ala y que un día rescata a un bebé abandonado en la maleza. El libro mezcla realismo descarnado, fábula y crónica barroca para retratar con ternura la comunidad trans argentina. Ganadora del Premio Sor Juana Inés de la Cruz 2020, publicada en España por Tusquets.	LGTBIQ+	2301
